,logFC,logCPM,F,PValue,FDR
chr19_18386038_18386270,-0.835323093979403,2.17656732023851,7.88108687014966,0.00499695103337997,0.999322213984447
chr5_91280535_91280726,-0.851067843287799,1.32034617269624,7.18325309317079,0.00736059442046014,0.999322213984447
chr3_45226245_45226538,-0.876106630522075,0.820977888373552,6.88969976950963,0.00867143645471784,0.999322213984447
chr3_39152732_39153003,-0.847042566887756,0.971248467057381,6.86635436557476,0.00878543342559969,0.999322213984447
chrX_48574797_48574957,-0.825514010247785,1.28434411136303,6.74721005244055,0.0093915823783957,0.999322213984447
chr12_109713508_109713887,-0.830831379548601,0.859419674824981,6.47011860100155,0.0109726452296004,0.999322213984447
chr1_223701040_223701264,-0.827641437713515,0.94040522314794,6.20607979757258,0.0127337318684629,0.999322213984447
chr10_17228435_17228643,-0.809738531167277,0.823009403084362,6.05703572194374,0.0138536104773952,0.999322213984447
chr15_40929152_40929381,-0.758344519648114,1.11714419700005,5.65602803064189,0.0173983834067344,0.999322213984447
chr3_15206508_15206603,-0.759671986351704,0.871730561174296,5.3861973570169,0.0202997719233364,0.999322213984447
chr1_6784559_6784734,-0.738076266864113,1.04918332397195,5.30760026194997,0.0212357618160381,0.999322213984447
chr16_3024207_3024451,-0.703840850865178,1.72893056367304,5.29984659220469,0.0213304871990537,0.999322213984447
chr1_19312659_19312915,-0.687258279211136,2.01482256355741,5.27079688087019,0.0216892905489687,0.999322213984447
chr17_76726500_76726830,-0.692114444860405,1.6574045627054,5.09288807158835,0.0240274990670001,0.999322213984447
chr11_119206169_119206343,-0.724221396752489,1.02035875328831,5.08565739990667,0.0241278830838604,0.999322213984447
chr12_46371418_46371589,-0.710945818778468,1.04872533982125,4.97833383047453,0.0256701309621912,0.999322213984447
chr3_49094081_49094523,-0.7072676568688,1.19405967371823,4.95956180623092,0.0259502362678997,0.999322213984447
chr3_170356727_170357750,-0.617178403366364,2.93495484473891,4.94427147164775,0.0261807357761669,0.999322213984447
chr20_43458187_43458480,-0.664786549236532,1.8375811143956,4.81152062956672,0.0282736619756472,0.999322213984447
chr4_82374456_82374554,-0.692387408526981,1.15276401408254,4.80026542353241,0.028458934942894,0.999322213984447
chr1_42682899_42683222,-0.692422446672647,1.20230040979274,4.79888912501905,0.0284816768718376,0.999322213984447
chr3_46406994_46407302,-0.705766437630781,0.861773782567569,4.75458386203355,0.0292239762551167,0.999322213984447
